estimator,min_score,mean_score,max_score,std_score,C,max_depth,min_samples_leaf,min_samples_split,n_estimators,n_neighbors,penalty
ExtraTrees,0.9612403100775194,0.9823428079242033,0.9948320413436692,0.015005384487669506,,,1,3,100,,
ExtraTrees,0.9487510766580534,0.9781797301177145,0.9948320413436692,0.02086927593766874,,,1,2,20,,
ExtraTrees,0.9577950043066322,0.9810508182601206,0.9944013781223083,0.016504387193373247,,,1,2,100,,
ExtraTrees,0.9552110249784669,0.9801894918173989,0.9944013781223083,0.017718359351840726,,,1,2,60,,
ExtraTrees,0.958656330749354,0.9811943726672409,0.9944013781223083,0.016015165396721882,,,1,3,20,,
ExtraTrees,0.9595176571920758,0.9816250358886017,0.9944013781223083,0.015695427733099725,,,1,3,60,,
RandomForest,0.9130060292850991,0.9656904966982487,0.9939707149009475,0.03728713463437158,,,,2,100,,
RandomForest,0.9164513350559862,0.9666953775480907,0.9939707149009475,0.035571380113017144,,,,3,100,,
RandomForest,0.9142980189491817,0.9656904966982486,0.9939707149009475,0.03640116322371798,,,,4,100,,
RandomForest,0.9112833763996555,0.9651162790697674,0.9939707149009475,0.038098485020838,,,,2,60,,
RandomForest,0.9181739879414298,0.9671260407694516,0.9935400516795866,0.03465047754327299,,,,3,60,,
RandomForest,0.9112833763996555,0.964398507034166,0.9931093884582257,0.037599198546393306,,,,4,60,,
RandomForest,0.9078380706287683,0.962532299741602,0.991817398794143,0.03870701751700486,,,,2,20,,
ExtraTrees,0.9728682170542635,0.9849267872523687,0.9913867355727821,0.008533944270859543,,,2,2,60,,
BaggedDecisionTree,0.8940568475452196,0.957220786678151,0.9913867355727821,0.04471345326453685,,,,,100,,
ExtraTrees,0.9728682170542635,0.9849267872523687,0.9913867355727821,0.008533944270859543,,,2,3,60,,
RandomForest,0.9117140396210164,0.9632500717772036,0.9909560723514211,0.03647581611341855,,,,3,20,,
RandomForest,0.9142980189491817,0.9641113982199253,0.9909560723514211,0.03525890289166156,,,,4,20,,
ExtraTrees,0.9720068906115418,0.9844961240310077,0.9909560723514211,0.008832971612354365,,,2,3,100,,
BaggedDecisionTree,0.8914728682170543,0.956215905828309,0.9909560723514211,0.045821073618724055,,,,,60,,
ExtraTrees,0.9720068906115418,0.9844961240310077,0.9909560723514211,0.008832971612354365,,,2,2,100,,
ExtraTrees,0.966838931955211,0.9806201550387597,0.9888027562446167,0.00980172840373906,,,2,3,20,,
BaggedDecisionTree,0.892334194659776,0.9554981337927074,0.9888027562446167,0.044685791463321786,,,,,20,,
ExtraTrees,0.966838931955211,0.9806201550387597,0.9888027562446167,0.00980172840373906,,,2,2,20,,
RandomForest,0.9409991386735572,0.9688486936548952,0.987510766580534,0.020068885578296093,,10,,4,60,,
RandomForest,0.9453057708871663,0.9714326729830606,0.9862187769164513,0.018527975115305354,,10,,3,100,,
RandomForest,0.9409991386735572,0.969279356876256,0.9862187769164513,0.020127331300606087,,10,,3,60,,
RandomForest,0.9427217915590008,0.9698535745047373,0.9857881136950905,0.019282301494210768,,10,,2,100,,
DecisionTree,0.9211886304909561,0.9592305483778353,0.9857881136950905,0.027594577643900477,,14,1,2,,,
ExtraTrees,0.9565030146425495,0.9727246626471433,0.9857881136950905,0.012162371277619962,,14,1,3,100,,
RandomForest,0.9474590869939707,0.97114556416882,0.9853574504737296,0.01686015802072127,,10,,2,60,,
DecisionTree,0.9211886304909561,0.9580821131208728,0.9853574504737296,0.027065240973412993,,14,1,3,,,
RandomForest,0.94229112833764,0.9692793568762562,0.9849267872523686,0.0191643789358496,,10,,4,100,,
ExtraTrees,0.9534883720930233,0.9717197817973012,0.9844961240310077,0.01323350522709331,,14,1,3,60,,
ExtraTrees,0.950473729543497,0.9692793568762562,0.9832041343669251,0.01380064905145517,,14,1,3,20,,
DecisionTree,0.8880275624461671,0.9509043927648579,0.9827734711455641,0.04446202360070375,,,1,2,,,
RandomForest,0.9401378122308355,0.9656904966982487,0.9814814814814815,0.018235365498938196,,10,,2,20,,
DecisionTree,0.8871662360034454,0.9490381854722941,0.9810508182601206,0.043758906071570375,,,1,3,,,
RandomForest,0.9362618432385874,0.9629629629629629,0.9810508182601206,0.019272680386837132,,10,,3,20,,
ExtraTrees,0.950473729543497,0.9699971289118575,0.9806201550387597,0.013823029706816788,,14,1,2,60,,
RandomForest,0.9388458225667528,0.9656904966982486,0.9806201550387597,0.01902190692061841,,10,,4,20,,
ExtraTrees,0.9599483204134367,0.9727246626471433,0.979328165374677,0.00903594888421258,,14,1,2,100,,
DecisionTree,0.9138673557278209,0.9513350559862187,0.9771748492678726,0.027121527121160706,,14,2,3,,,
DecisionTree,0.9138673557278209,0.9513350559862187,0.9771748492678726,0.027121527121160706,,14,2,2,,,
ExtraTrees,0.9500430663221361,0.9675567039908125,0.9767441860465116,0.012389003164163885,,14,1,2,20,,
ExtraTrees,0.9440137812230835,0.9613838644846396,0.9724375538329026,0.012433833852157607,,14,2,2,100,,
ExtraTrees,0.9440137812230835,0.9613838644846396,0.9724375538329026,0.012433833852157607,,14,2,3,100,,
ExtraTrees,0.9409991386735572,0.9602354292276774,0.9702842377260982,0.013606655884091658,,14,2,2,60,,
ExtraTrees,0.9409991386735572,0.9602354292276774,0.9702842377260982,0.013606655884091658,,14,2,3,60,,
DecisionTree,0.9168819982773471,0.940424921045076,0.9698535745047373,0.0220223877200304,,10,1,3,,,
DecisionTree,0.9168819982773471,0.940424921045076,0.9689922480620154,0.021568542087953703,,10,1,2,,,
ExtraTrees,0.9418604651162791,0.955354579385587,0.9642549526270456,0.009702408985768468,,14,2,3,20,,
DecisionTree,0.9099913867355728,0.9361182888314671,0.9642549526270456,0.02219854353152765,,10,2,3,,,
DecisionTree,0.9099913867355728,0.9361182888314671,0.9642549526270456,0.02219854353152765,,10,2,2,,,
ExtraTrees,0.9418604651162791,0.955354579385587,0.9642549526270456,0.009702408985768468,,14,2,2,20,,
DecisionTree,0.8617571059431525,0.9276485788113695,0.9621016365202412,0.046608559049331935,,,2,3,,,
DecisionTree,0.8617571059431525,0.9276485788113695,0.9621016365202412,0.046608559049331935,,,2,2,,,
RandomForest,0.9112833763996555,0.9420040195233993,0.9599483204134367,0.021824991555870213,,6,,2,100,,
RandomForest,0.9112833763996555,0.9420040195233993,0.9582256675279931,0.021734156201598978,,6,,3,100,,
ExtraTrees,0.9306632213608957,0.9476026414010911,0.9582256675279931,0.012106327098655206,,10,1,3,100,,
RandomForest,0.9147286821705426,0.943296009187482,0.9577950043066322,0.020200915777461307,,6,,4,100,,
ExtraTrees,0.9302325581395349,0.9465977605512489,0.9573643410852714,0.011762704809429526,,10,1,2,100,,
ExtraTrees,0.9099913867355728,0.9351134079816251,0.9560723514211886,0.019041397693908967,,10,1,3,20,,
RandomForest,0.9147286821705426,0.9401378122308355,0.9560723514211886,0.018159490647982807,,6,,2,60,,
KNN,0.9207579672695951,0.9425782371518805,0.9556416881998278,0.01552911037498399,,,,,,3,
RandomForest,0.9177433247200689,0.9407120298593168,0.9552110249784669,0.01642678973570704,,6,,3,60,,
ExtraTrees,0.9190353143841516,0.9392764857881137,0.9547803617571059,0.014972387450510926,,10,1,2,20,,
ExtraTrees,0.9220499569336779,0.9387022681596324,0.954349698535745,0.013205444988889032,,10,2,3,100,,
ExtraTrees,0.9220499569336779,0.9387022681596324,0.954349698535745,0.013205444988889032,,10,2,2,100,,
ExtraTrees,0.9190353143841516,0.9404249210450762,0.9539190353143842,0.015296461389575033,,10,1,3,60,,
RandomForest,0.9177433247200689,0.939420040195234,0.9534883720930233,0.015552978887639709,,6,,4,60,,
ExtraTrees,0.9242032730404823,0.9422911283376401,0.9530577088716624,0.012867152363075854,,10,1,2,60,,
RandomForest,0.9099913867355728,0.9378409417169107,0.9526270456503014,0.01970516290611598,,6,,2,20,,
RandomForest,0.909130060292851,0.9364053976457077,0.9521963824289406,0.01936654832505315,,6,,3,20,,
RandomForest,0.917312661498708,0.9399942578237152,0.9517657192075797,0.016042164851793248,,6,,4,20,,
ExtraTrees,0.9147286821705426,0.9343956359460236,0.9509043927648578,0.014936558400194734,,10,2,3,60,,
ExtraTrees,0.9147286821705426,0.9343956359460236,0.9509043927648578,0.014936558400194734,,10,2,2,60,,
KNN,0.9164513350559862,0.9368360608670686,0.9478897502153316,0.014431323987208958,,,,,,5,
KNN,0.909130060292851,0.9309503301751363,0.9448751076658053,0.015624365651192375,,,,,,7,
ExtraTrees,0.905254091300603,0.9257823715188057,0.9388458225667528,0.014694530916186242,,10,2,2,20,,
ExtraTrees,0.905254091300603,0.9257823715188057,0.9388458225667528,0.014694530916186242,,10,2,3,20,,
KNN,0.8949181739879414,0.9191788687912719,0.9345391903531438,0.0173564342983779,,,,,,9,
KNN,0.8828596037898363,0.9089865058857306,0.9246339362618432,0.018594590772851534,,,,,,11,
ExtraTrees,0.8544358311800172,0.8926213034740167,0.9229112833763996,0.028507028238130068,,6,1,2,20,,
ExtraTrees,0.8733850129198967,0.9006603502727534,0.9203273040482343,0.01990494577719755,,6,1,2,100,,
ExtraTrees,0.8544358311800172,0.8917599770312948,0.9203273040482343,0.027603537892316284,,6,1,3,20,,
ExtraTrees,0.8652024117140397,0.896210163652024,0.9186046511627907,0.02263612212968934,,6,2,2,20,,
ExtraTrees,0.8652024117140397,0.896210163652024,0.9186046511627907,0.02263612212968934,,6,2,3,20,,
ExtraTrees,0.8673557278208441,0.8986505885730692,0.9181739879414298,0.022353961136746148,,6,1,3,100,,
ExtraTrees,0.8729543496985357,0.9000861326442721,0.9151593453919036,0.019224502625317712,,6,2,2,100,,
ExtraTrees,0.8729543496985357,0.9000861326442721,0.9151593453919036,0.019224502625317712,,6,2,3,100,,
DecisionTree,0.8363479758828596,0.8884582256675279,0.9151593453919036,0.036851285900570914,,6,1,2,,,
DecisionTree,0.8363479758828596,0.8884582256675279,0.9151593453919036,0.036851285900570914,,6,1,3,,,
DecisionTree,0.8363479758828596,0.8880275624461671,0.9151593453919036,0.03655820918123035,,6,2,2,,,
DecisionTree,0.8363479758828596,0.8880275624461671,0.9151593453919036,0.03655820918123035,,6,2,3,,,
KNN,0.8880275624461671,0.9031007751937984,0.9138673557278209,0.01097980084752969,,,,,,13,
ExtraTrees,0.8617571059431525,0.8936261843238587,0.9121447028423773,0.022633390772559693,,6,2,2,60,,
ExtraTrees,0.8617571059431525,0.8936261843238587,0.9121447028423773,0.022633390772559693,,6,2,3,60,,
ExtraTrees,0.8561584840654608,0.8896066609244904,0.9121447028423773,0.02412312108827884,,6,1,3,60,,
ExtraTrees,0.8626184323858742,0.8906115417743324,0.9121447028423773,0.020728580359164032,,6,1,2,60,,
KNN,0.875968992248062,0.8914728682170542,0.9022394487510766,0.011235826545707426,,,,,,15,
RandomForest,0.8552971576227391,0.8726672408842951,0.8962101636520241,0.017263573910883477,,2,,2,60,,
RandomForest,0.8552971576227391,0.8726672408842951,0.8962101636520241,0.017263573910883477,,2,,3,60,,
RandomForest,0.8552971576227391,0.8726672408842951,0.8962101636520241,0.017263573910883477,,2,,4,60,,
RandomForest,0.8518518518518519,0.8732414585127763,0.8936261843238588,0.017069095904826106,,2,,2,100,,
RandomForest,0.8518518518518519,0.8732414585127763,0.8936261843238588,0.017069095904826106,,2,,4,100,,
RandomForest,0.8518518518518519,0.8732414585127763,0.8936261843238588,0.017069095904826106,,2,,3,100,,
KNN,0.8647717484926787,0.8797014068331898,0.8901808785529716,0.01084002131992701,,,,,,17,
RandomForest,0.8440999138673557,0.8611828883146714,0.8863049095607235,0.01814359612358232,,2,,2,20,,
RandomForest,0.8440999138673557,0.8611828883146714,0.8863049095607235,0.01814359612358232,,2,,3,20,,
RandomForest,0.8440999138673557,0.8611828883146714,0.8863049095607235,0.01814359612358232,,2,,4,20,,
KNN,0.8540051679586563,0.8690783807062877,0.8854435831180018,0.012867152363075843,,,,,,19,
KNN,0.847114556416882,0.8686477174849268,0.8807062876830318,0.015262743451050224,,,,,,21,
LogisticRegression,0.8496985357450474,0.8541487223657765,0.8617571059431525,0.0054057336732020594,0.3,,,,,,l2
LogisticRegression,0.8505598621877691,0.854292276772897,0.8617571059431525,0.005278431326686853,0.4,,,,,,l2
LogisticRegression,0.85099052540913,0.8545793855871375,0.8617571059431525,0.005075414737198909,0.25,,,,,,l2
LogisticRegression,0.8492678725236865,0.8537180591444158,0.8613264427217916,0.0054057336732020594,0.45,,,,,,l2
LogisticRegression,0.8492678725236865,0.8535745047372955,0.8613264427217916,0.005492715035805059,0.55,,,,,,l2
LogisticRegression,0.8488372093023255,0.8530002871088143,0.8608957795004306,0.005585723932915201,0.9500000000000001,,,,,,l2
LogisticRegression,0.8492678725236865,0.8532873959230548,0.8608957795004306,0.005382811731051549,0.9000000000000001,,,,,,l2
LogisticRegression,0.8488372093023255,0.8532873959230548,0.8608957795004306,0.005405733673202038,0.7000000000000001,,,,,,l2
LogisticRegression,0.8492678725236865,0.853430950330175,0.8608957795004306,0.005290130856356063,0.6500000000000001,,,,,,l2
LogisticRegression,0.8492678725236865,0.8535745047372955,0.8608957795004306,0.005203723502840011,0.6000000000000001,,,,,,l2
LogisticRegression,0.8492678725236865,0.8532873959230548,0.8608957795004306,0.005382811731051549,0.5,,,,,,l2
LogisticRegression,0.8488372093023255,0.8531438415159345,0.8608957795004306,0.005492715035805036,0.7500000000000001,,,,,,l2
LogisticRegression,0.8492678725236865,0.8532873959230548,0.8608957795004306,0.005382811731051549,0.8,,,,,,l2
LogisticRegression,0.8501291989664083,0.853861613551536,0.8608957795004306,0.004977012869181644,0.35000000000000003,,,,,,l2
LogisticRegression,0.8505598621877691,0.8544358311800172,0.8608957795004306,0.004598224914742151,0.2,,,,,,l2
LogisticRegression,0.8488372093023255,0.8531438415159345,0.8608957795004306,0.005492715035805036,0.8500000000000001,,,,,,l2
LogisticRegression,0.8466838931955211,0.8521389606660924,0.8604651162790697,0.005981242221073682,0.8,,,,,,l1
LogisticRegression,0.8462532299741602,0.8519954062589722,0.8604651162790697,0.006114137076958601,0.8500000000000001,,,,,,l1
LogisticRegression,0.8466838931955211,0.8521389606660924,0.8604651162790697,0.005981242221073682,0.9000000000000001,,,,,,l1
LogisticRegression,0.847114556416882,0.8522825150732127,0.8604651162790697,0.005852373560332872,0.7500000000000001,,,,,,l1
LogisticRegression,0.847114556416882,0.8522825150732127,0.8604651162790697,0.005852373560332872,0.7000000000000001,,,,,,l1
LogisticRegression,0.8466838931955211,0.8521389606660924,0.8604651162790697,0.005981242221073682,0.9500000000000001,,,,,,l1
LogisticRegression,0.8518518518518519,0.8551536032156187,0.8604651162790697,0.0037926628807415526,0.15000000000000002,,,,,,l2
LogisticRegression,0.85099052540913,0.8548664944013781,0.8600344530577089,0.003803514584981861,0.1,,,,,,l2
LogisticRegression,0.8466838931955211,0.8519954062589722,0.8600344530577089,0.005781518968016733,0.6500000000000001,,,,,,l1
LogisticRegression,0.8453919035314384,0.8518518518518517,0.8600344530577089,0.006100640069157546,0.45,,,,,,l1
LogisticRegression,0.8458225667527993,0.8519954062589722,0.8600344530577089,0.005950152677594802,0.5,,,,,,l1
LogisticRegression,0.8453919035314384,0.8518518518518517,0.8600344530577089,0.006100640069157546,0.55,,,,,,l1
LogisticRegression,0.8458225667527993,0.8517082974447315,0.8600344530577089,0.006053163549327586,0.6000000000000001,,,,,,l1
LogisticRegression,0.85099052540913,0.8551536032156187,0.8600344530577089,0.003726889171905611,0.05,,,,,,l2
LogisticRegression,0.8453919035314384,0.8517082974447315,0.859603789836348,0.005908445485861806,0.4,,,,,,l1
LogisticRegression,0.8449612403100775,0.8507034165948895,0.8591731266149871,0.006114137076958652,0.3,,,,,,l1
LogisticRegression,0.8445305770887166,0.8508469710020098,0.8591731266149871,0.006144396944884531,0.35000000000000003,,,,,,l1
LogisticRegression,0.8453919035314384,0.8505598621877691,0.8587424633936261,0.005852373560332872,0.25,,,,,,l1
LogisticRegression,0.8458225667527993,0.8507034165948895,0.8587424633936261,0.005727802854797562,0.2,,,,,,l1
LogisticRegression,0.8453919035314384,0.8502727533735285,0.8587424633936261,0.006012170999532544,0.15000000000000002,,,,,,l1
LogisticRegression,0.8453919035314384,0.8499856445592879,0.8587424633936261,0.0061945015820819155,0.1,,,,,,l1
LogisticRegression,0.8419465977605513,0.8495549813379272,0.8578811369509044,0.006525017615482927,0.05,,,,,,l1
